EngagementID,CustomerID,ProductID,Date,Views,Clicks,Likes,Duration,CampaignID,Converted
E00121,C0364,P002,2023-01-06,13,3,0,553,CAMP_009,0
E00122,C1391,P008,2023-01-06,9,3,0,277,CAMP_014,1
E00123,C1084,P007,2023-01-06,4,5,0,116,CAMP_014,1
E00124,C0551,P027,2023-01-06,9,0,0,75,CAMP_017,0
E00125,C1659,P008,2023-01-06,9,2,0,61,CAMP_011,0
E00126,C0292,P013,2023-01-06,13,0,0,297,CAMP_006,0
E00127,C0789,P022,2023-01-06,6,0,0,241,CAMP_012,0
E00128,C1961,P027,2023-01-06,13,0,0,172,CAMP_017,0
E00129,C1910,P015,2023-01-06,7,0,0,250,CAMP_005,0
E00130,C0816,P012,2023-01-06,13,0,0,399,CAMP_006,0
E00131,C1818,P015,2023-01-06,1,0,0,31,CAMP_003,0
E00132,C0191,P014,2023-01-06,5,0,0,502,CAMP_001,0
E00133,C0461,P007,2023-01-07,3,1,1,530,CAMP_018,1
E00134,C1828,P017,2023-01-07,10,0,0,371,CAMP_014,0
E00135,C0664,P026,2023-01-07,10,0,0,68,CAMP_012,0
E00136,C1920,P005,2023-01-07,13,0,0,494,CAMP_012,0
E00137,C0233,P020,2023-01-07,6,0,0,110,CAMP_011,0
E00138,C0474,P010,2023-01-07,4,5,1,349,CAMP_019,0
E00139,C1429,P019,2023-01-07,13,5,1,495,CAMP_003,0
E00140,C0658,P018,2023-01-07,14,0,0,25,CAMP_002,0
E00141,C0271,P030,2023-01-07,13,4,0,507,CAMP_007,0
E00142,C1871,P030,2023-01-07,9,0,0,130,CAMP_012,0
E00143,C1158,P025,2023-01-07,7,3,0,223,CAMP_019,0
E00144,C0171,P024,2023-01-07,14,0,0,339,CAMP_013,0
E00145,C1439,P010,2023-01-07,4,0,0,93,CAMP_019,0
E00146,C0028,P002,2023-01-07,13,4,0,190,CAMP_004,1
E00147,C0136,P006,2023-01-07,11,3,1,395,CAMP_012,0
E00148,C0925,P003,2023-01-07,6,4,1,332,CAMP_004,0
E00149,C0405,P019,2023-01-07,2,0,0,563,CAMP_013,0
E00150,C0977,P005,2023-01-07,14,0,0,457,CAMP_020,0
E00151,C0888,P007,2023-01-07,3,5,0,82,CAMP_007,0
E00152,C1529,P007,2023-01-07,11,3,1,264,CAMP_006,0
E00153,C1265,P027,2023-01-07,7,0,0,299,CAMP_012,0
E00154,C0856,P010,2023-01-07,11,0,0,509,CAMP_012,0
E00155,C1978,P001,2023-01-08,12,1,1,597,CAMP_016,1
E00156,C0444,P011,2023-01-08,4,1,0,11,CAMP_013,0
E00157,C0434,P023,2023-01-08,14,0,0,392,CAMP_017,0
E00158,C1252,P007,2023-01-08,12,0,0,121,CAMP_008,0
E00159,C0509,P006,2023-01-08,10,0,0,213,CAMP_001,0
E00160,C1823,P006,2023-01-08,7,0,0,35,CAMP_012,0
E00161,C1327,P013,2023-01-08,9,0,0,117,CAMP_020,0
E00162,C0034,P016,2023-01-08,14,0,0,576,CAMP_007,0
E00163,C1026,P013,2023-01-08,13,0,0,283,CAMP_012,0
E00164,C0362,P002,2023-01-08,5,2,0,551,CAMP_019,0
E00165,C1219,P019,2023-01-08,14,4,0,26,CAMP_013,1
E00166,C0606,P019,2023-01-08,1,4,1,473,CAMP_010,1
E00167,C1864,P029,2023-01-08,5,0,0,307,CAMP_002,0
E00168,C1332,P019,2023-01-08,6,0,0,405,CAMP_003,0
E00169,C1671,P018,2023-01-08,14,2,1,36,CAMP_012,0
E00170,C0716,P025,2023-01-08,11,0,0,192,CAMP_005,0
E00171,C0250,P006,2023-01-08,2,4,0,525,CAMP_005,0
E00172,C0147,P002,2023-01-08,8,3,0,458,CAMP_005,0
E00173,C1370,P019,2023-01-08,13,1,1,341,CAMP_007,0
E00174,C0348,P026,2023-01-08,2,0,0,593,CAMP_008,0
E00175,C1278,P006,2023-01-08,14,0,0,465,CAMP_019,0
E00176,C0399,P020,2023-01-08,9,0,0,597,CAMP_016,0
E00177,C1358,P023,2023-01-09,14,0,0,429,CAMP_010,0
E00178,C1200,P022,2023-01-09,13,3,1,249,CAMP_013,0
E00179,C0125,P015,2023-01-09,2,0,0,521,CAMP_002,0
E00180,C0763,P006,2023-01-09,3,5,0,299,CAMP_004,0
E00181,C0398,P028,2023-01-09,8,2,1,448,CAMP_002,0
E00182,C0131,P003,2023-01-09,11,3,1,532,CAMP_003,1
E00183,C1586,P011,2023-01-09,6,3,1,580,CAMP_010,0
E00184,C0605,P008,2023-01-09,1,4,1,268,CAMP_011,1
E00185,C0892,P025,2023-01-09,4,2,1,277,CAMP_003,1
E00186,C0822,P022,2023-01-09,5,0,0,122,CAMP_005,0
E00187,C0902,P018,2023-01-09,14,2,1,594,CAMP_020,0
E00188,C0945,P017,2023-01-09,11,0,0,414,CAMP_006,0
E00189,C1431,P019,2023-01-09,3,1,0,411,CAMP_013,0
E00190,C0732,P019,2023-01-09,1,4,0,245,CAMP_005,0
E00191,C1870,P024,2023-01-09,3,2,1,15,CAMP_003,1
E00192,C0334,P021,2023-01-09,13,2,1,123,CAMP_020,0
E00193,C1044,P017,2023-01-09,9,3,0,374,CAMP_012,0
E00194,C0205,P027,2023-01-09,2,0,0,330,CAMP_003,0
E00195,C1627,P004,2023-01-09,1,0,0,320,CAMP_019,0
E00196,C0956,P007,2023-01-09,7,4,1,177,CAMP_015,1
E00197,C0355,P005,2023-01-09,13,4,1,61,CAMP_010,0
E00198,C1197,P026,2023-01-09,7,0,0,309,CAMP_006,0
E00199,C1213,P029,2023-01-10,5,5,1,71,CAMP_016,0
E00200,C0824,P016,2023-01-10,2,3,0,93,CAMP_015,0
E00201,C1026,P006,2023-01-10,14,0,0,362,CAMP_002,0
E00202,C1897,P014,2023-01-10,1,0,0,512,CAMP_017,0
E00203,C0941,P026,2023-01-10,13,0,0,484,CAMP_016,0
E00204,C0168,P020,2023-01-10,5,0,0,512,CAMP_003,0
E00205,C0368,P002,2023-01-10,10,2,1,108,CAMP_019,0
E00206,C0536,P025,2023-01-10,4,1,0,315,CAMP_004,1
E00207,C1949,P018,2023-01-10,9,5,1,324,CAMP_020,0
E00208,C0963,P018,2023-01-10,5,0,0,451,CAMP_005,0
E00209,C1901,P013,2023-01-10,11,0,0,256,CAMP_013,0
E00210,C0580,P028,2023-01-10,10,3,1,274,CAMP_020,1
E00211,C1394,P018,2023-01-10,12,2,0,578,CAMP_002,0
E00212,C1730,P017,2023-01-10,12,2,1,434,CAMP_012,0
E00213,C1620,P013,2023-01-10,2,3,1,67,CAMP_017,0
E00214,C0950,P028,2023-01-10,4,3,0,493,CAMP_010,0
E00215,C1461,P012,2023-01-10,13,0,0,333,CAMP_009,0
E00216,C0207,P003,2023-01-10,12,0,0,195,CAMP_009,0
E00217,C1073,P022,2023-01-10,9,1,0,508,CAMP_017,0
E00218,C0544,P007,2023-01-10,8,3,1,71,CAMP_009,0
E00219,C1853,P001,2023-01-10,3,2,1,255,CAMP_014,0
E00220,C1706,P030,2023-01-10,8,2,0,496,CAMP_017,0
E00221,C0129,P005,2023-01-11,13,3,1,382,CAMP_017,0
E00222,C1471,P021,2023-01-11,2,0,0,524,CAMP_002,0
E00223,C0614,P001,2023-01-11,3,5,0,60,CAMP_015,0
E00224,C0035,P004,2023-01-11,14,0,0,108,CAMP_011,0
E00225,C0819,P026,2023-01-11,5,0,0,332,CAMP_005,0
E00226,C0199,P001,2023-01-11,11,0,0,450,CAMP_009,0
E00227,C1837,P013,2023-01-11,12,5,1,413,CAMP_009,0
E00228,C0077,P014,2023-01-11,14,0,0,426,CAMP_014,0
E00229,C0369,P015,2023-01-11,10,0,0,164,CAMP_008,0
E00230,C0833,P017,2023-01-11,10,2,1,551,CAMP_011,0
E00231,C0526,P012,2023-01-11,8,4,1,155,CAMP_012,1
E00232,C0349,P007,2023-01-11,1,0,0,244,CAMP_007,0
E00233,C0506,P023,2023-01-11,4,5,1,483,CAMP_003,1
E00234,C0643,P019,2023-01-11,1,5,0,408,CAMP_003,0
E00235,C0238,P023,2023-01-11,1,2,0,469,CAMP_014,0
E00236,C1304,P003,2023-01-11,12,1,1,442,CAMP_004,1
E00237,C1601,P018,2023-01-11,5,5,1,266,CAMP_014,0
E00238,C1456,P026,2023-01-11,6,2,1,448,CAMP_014,0
E00239,C0138,P004,2023-01-11,1,0,0,546,CAMP_003,0
E00240,C1293,P030,2023-01-11,11,4,0,184,CAMP_013,1
E00241,C1764,P026,2023-01-11,6,0,0,500,CAMP_008,0
E00242,C1225,P003,2023-01-11,5,0,0,292,CAMP_006,0
E00243,C1166,P012,2023-01-12,4,1,1,571,CAMP_002,0
E00244,C0612,P023,2023-01-12,10,0,0,228,CAMP_006,0
E00245,C1674,P028,2023-01-12,5,0,0,165,CAMP_020,0
E00246,C0680,P012,2023-01-12,8,0,0,66,CAMP_014,0
E00247,C1943,P017,2023-01-12,9,0,0,520,CAMP_007,0
E00248,C1635,P006,2023-01-12,11,0,0,347,CAMP_017,0
E00249,C1847,P015,2023-01-12,14,3,1,281,CAMP_003,1
E00250,C1855,P030,2023-01-12,12,0,0,193,CAMP_014,0
E00251,C0839,P002,2023-01-12,2,2,1,300,CAMP_001,0
E00252,C0938,P008,2023-01-12,6,0,0,311,CAMP_012,0
E00253,C0355,P014,2023-01-12,3,2,1,588,CAMP_003,0
E00254,C0578,P005,2023-01-12,2,0,0,256,CAMP_019,0
E00255,C0847,P003,2023-01-12,12,0,0,25,CAMP_012,0
E00256,C1353,P010,2023-01-12,14,0,0,344,CAMP_014,0
E00257,C0559,P007,2023-01-12,13,0,0,220,CAMP_001,0
E00258,C0849,P030,2023-01-12,1,0,0,595,CAMP_005,0
E00259,C1918,P011,2023-01-12,4,0,0,382,CAMP_007,0
E00260,C1255,P015,2023-01-12,8,2,1,415,CAMP_020,0
E00261,C1332,P002,2023-01-12,3,0,0,539,CAMP_019,0
E00262,C1682,P005,2023-01-12,5,0,0,31,CAMP_006,0
E00263,C1743,P011,2023-01-12,14,0,0,128,CAMP_018,0
E00264,C1170,P008,2023-01-13,10,0,0,537,CAMP_006,0
E00265,C1176,P013,2023-01-13,5,3,1,193,CAMP_011,0
E00266,C1815,P011,2023-01-13,5,1,1,524,CAMP_003,0
E00267,C0140,P017,2023-01-13,11,0,0,501,CAMP_009,0
E00268,C0663,P015,2023-01-13,9,0,0,515,CAMP_003,0
E00269,C0021,P001,2023-01-13,8,1,1,446,CAMP_006,0
E00270,C1278,P019,2023-01-13,8,0,0,114,CAMP_009,0
E00271,C0064,P016,2023-01-13,13,0,0,112,CAMP_008,0
E00272,C1242,P019,2023-01-13,13,0,0,217,CAMP_002,0
E00273,C1096,P013,2023-01-13,1,0,0,56,CAMP_019,0
E00274,C0990,P023,2023-01-13,1,5,0,313,CAMP_016,0
E00275,C0162,P022,2023-01-13,2,0,0,176,CAMP_005,0
E00276,C0130,P023,2023-01-13,14,0,0,503,CAMP_010,0
E00277,C0581,P004,2023-01-13,8,3,1,96,CAMP_020,0
E00278,C1951,P011,2023-01-13,10,1,1,235,CAMP_012,1
E00279,C0225,P018,2023-01-13,1,4,1,129,CAMP_012,0
E00280,C1782,P018,2023-01-13,4,0,0,257,CAMP_006,0
E00281,C0580,P010,2023-01-13,9,4,1,514,CAMP_014,0
E00282,C1478,P017,2023-01-13,2,4,0,362,CAMP_007,0
E00283,C0983,P030,2023-01-13,3,5,1,153,CAMP_001,0
E00284,C1005,P013,2023-01-13,11,0,0,359,CAMP_014,0
E00285,C1939,P030,2023-01-13,6,0,0,524,CAMP_015,0
E00286,C1408,P025,2023-01-14,13,0,0,326,CAMP_013,0
E00287,C0107,P014,2023-01-14,11,4,1,35,CAMP_001,0
E00288,C0621,P030,2023-01-14,10,0,0,539,CAMP_020,0
E00289,C0840,P007,2023-01-14,3,0,0,331,CAMP_019,0
E00290,C1127,P010,2023-01-14,4,1,0,305,CAMP_019,0
E00291,C1165,P003,2023-01-14,9,2,0,140,CAMP_006,0
E00292,C0577,P002,2023-01-14,9,0,0,26,CAMP_005,0
E00293,C1158,P030,2023-01-14,10,0,0,591,CAMP_017,0
E00294,C0199,P019,2023-01-14,5,0,0,194,CAMP_015,0
E00295,C1904,P007,2023-01-14,7,2,0,58,CAMP_007,0
E00296,C0510,P005,2023-01-14,9,0,0,85,CAMP_017,0
E00297,C0667,P028,2023-01-14,8,0,0,537,CAMP_012,0
E00298,C0079,P003,2023-01-14,11,0,0,15,CAMP_007,0
E00299,C1972,P025,2023-01-14,7,0,0,43,CAMP_013,0
E00300,C0894,P002,2023-01-14,12,0,0,68,CAMP_008,0
E00301,C1506,P023,2023-01-14,8,0,0,76,CAMP_004,0
E00302,C0512,P026,2023-01-14,5,2,1,264,CAMP_008,1
E00303,C0250,P022,2023-01-14,5,0,0,412,CAMP_016,0
E00304,C0889,P006,2023-01-14,5,4,0,166,CAMP_016,0
E00305,C1024,P014,2023-01-14,1,0,0,41,CAMP_011,0
E00306,C0599,P007,2023-01-14,6,2,0,19,CAMP_009,0
E00307,C1840,P022,2023-01-14,5,0,0,384,CAMP_011,0
E00308,C0753,P002,2023-01-15,8,1,1,358,CAMP_005,0
E00309,C0600,P011,2023-01-15,8,0,0,598,CAMP_010,0
E00310,C0975,P021,2023-01-15,2,1,1,541,CAMP_006,0
E00311,C0483,P003,2023-01-15,11,4,0,165,CAMP_016,0
E00312,C0836,P009,2023-01-15,6,0,0,36,CAMP_012,0
E00313,C0172,P008,2023-01-15,12,0,0,162,CAMP_008,0
E00314,C0869,P026,2023-01-15,11,3,1,294,CAMP_013,1
E00315,C0017,P011,2023-01-15,10,3,0,259,CAMP_013,0
E00316,C1759,P018,2023-01-15,10,1,0,438,CAMP_016,0
E00317,C1318,P001,2023-01-15,6,0,0,566,CAMP_011,0
E00318,C0394,P015,2023-01-15,3,0,0,295,CAMP_008,0
E00319,C1846,P004,2023-01-15,1,0,0,515,CAMP_013,0
E00320,C1522,P004,2023-01-15,7,4,0,303,CAMP_001,1
E00321,C1243,P028,2023-01-15,10,1,0,453,CAMP_020,0
E00322,C0234,P010,2023-01-15,5,0,0,297,CAMP_020,0
E00323,C1414,P011,2023-01-15,12,5,0,315,CAMP_019,1
E00324,C0248,P018,2023-01-15,12,0,0,80,CAMP_004,0
E00325,C1926,P023,2023-01-15,10,3,1,172,CAMP_002,0
E00326,C0052,P029,2023-01-15,5,0,0,490,CAMP_019,0
E00327,C0015,P015,2023-01-15,11,0,0,597,CAMP_019,0
E00328,C1348,P003,2023-01-15,8,5,1,352,CAMP_010,0
E00329,C0441,P007,2023-01-15,12,0,0,526,CAMP_017,0
E00330,C1136,P007,2023-01-16,5,0,0,116,CAMP_020,0
E00331,C0696,P017,2023-01-16,5,4,1,507,CAMP_008,1
E00332,C1896,P022,2023-01-16,1,4,0,10,CAMP_009,0
E00333,C0007,P020,2023-01-16,2,0,0,485,CAMP_018,0
E00334,C1587,P027,2023-01-16,5,3,1,462,CAMP_002,0
E00335,C0826,P024,2023-01-16,7,0,0,74,CAMP_018,0
E00336,C1777,P016,2023-01-16,3,1,1,494,CAMP_008,1
E00337,C1269,P016,2023-01-16,12,3,1,431,CAMP_002,0
E00338,C1472,P008,2023-01-16,1,2,0,545,CAMP_016,0
E00339,C1389,P003,2023-01-16,11,4,0,160,CAMP_005,0
E00340,C1391,P020,2023-01-16,12,0,0,400,CAMP_010,0
E00341,C1946,P015,2023-01-16,2,3,1,424,CAMP_009,1
E00342,C1722,P001,2023-01-16,3,0,0,16,CAMP_002,0
E00343,C1311,P010,2023-01-16,12,0,0,525,CAMP_016,0
E00344,C1986,P002,2023-01-16,9,0,0,475,CAMP_016,0
E00345,C1628,P007,2023-01-16,8,5,1,113,CAMP_017,0
E00346,C1130,P014,2023-01-16,4,0,0,473,CAMP_002,0
E00347,C1037,P016,2023-01-16,8,3,0,573,CAMP_005,0
E00348,C1170,P027,2023-01-16,13,0,0,569,CAMP_008,0
E00349,C0478,P028,2023-01-16,9,4,0,360,CAMP_002,0
E00350,C0631,P015,2023-01-16,3,4,1,375,CAMP_012,0
E00351,C0715,P007,2023-01-16,6,0,0,191,CAMP_013,0
E00352,C1677,P013,2023-01-17,8,1,1,252,CAMP_016,0
E00353,C0115,P025,2023-01-17,10,0,0,229,CAMP_005,0
E00354,C0509,P010,2023-01-17,7,1,1,217,CAMP_012,0
E00355,C1176,P009,2023-01-17,9,0,0,191,CAMP_015,0
E00356,C0057,P009,2023-01-17,7,0,0,438,CAMP_002,0
E00357,C0382,P006,2023-01-17,1,5,1,44,CAMP_012,0
E00358,C1181,P024,2023-01-17,9,0,0,430,CAMP_010,0
E00359,C0952,P025,2023-01-17,12,0,0,212,CAMP_008,0
E00360,C1846,P012,2023-01-17,5,0,0,171,CAMP_011,0
E00361,C1157,P030,2023-01-17,6,0,0,417,CAMP_012,0
E00362,C1187,P023,2023-01-17,2,0,0,358,CAMP_017,0
E00363,C0275,P020,2023-01-17,2,1,1,13,CAMP_007,1
E00364,C1719,P030,2023-01-17,13,0,0,370,CAMP_015,0
E00365,C1101,P020,2023-01-17,4,0,0,599,CAMP_019,0
E00366,C1861,P022,2023-01-17,4,4,1,367,CAMP_002,1
E00367,C0044,P014,2023-01-17,5,0,0,45,CAMP_006,0
E00368,C0718,P027,2023-01-17,7,3,0,344,CAMP_002,0
E00369,C1574,P020,2023-01-17,13,3,0,300,CAMP_014,0
E00370,C0318,P027,2023-01-17,11,4,0,294,CAMP_008,0
E00371,C0534,P007,2023-01-17,12,4,1,45,CAMP_016,0
E00372,C1609,P008,2023-01-17,1,1,0,333,CAMP_019,0
E00373,C1777,P008,2023-01-17,10,0,0,472,CAMP_018,0
E00374,C1960,P030,2023-01-18,4,2,0,404,CAMP_013,0
E00375,C1178,P008,2023-01-18,13,0,0,576,CAMP_006,0
E00376,C0237,P002,2023-01-18,9,4,1,58,CAMP_004,0
E00377,C0893,P014,2023-01-18,8,0,0,472,CAMP_010,0
E00378,C0517,P010,2023-01-18,3,0,0,322,CAMP_015,0
E00379,C1245,P018,2023-01-18,6,1,1,364,CAMP_012,0
E00380,C1334,P018,2023-01-18,11,0,0,352,CAMP_020,0
E00381,C1622,P018,2023-01-18,9,0,0,64,CAMP_012,0
E00382,C1201,P016,2023-01-18,8,0,0,321,CAMP_007,0
E00383,C1795,P020,2023-01-18,7,5,1,269,CAMP_006,0
E00384,C1244,P005,2023-01-18,7,0,0,97,CAMP_005,0
E00385,C0038,P020,2023-01-18,1,0,0,329,CAMP_019,0
E00386,C0654,P005,2023-01-18,5,3,1,399,CAMP_014,1
E00387,C1455,P020,2023-01-18,7,0,0,279,CAMP_001,0
E00388,C1934,P023,2023-01-18,14,4,1,469,CAMP_011,1
E00389,C0747,P010,2023-01-18,13,1,1,370,CAMP_004,0
E00390,C1227,P017,2023-01-18,2,0,0,135,CAMP_014,0
E00391,C0841,P030,2023-01-18,6,2,0,194,CAMP_018,0
E00392,C1830,P013,2023-01-18,14,2,0,374,CAMP_006,0
E00393,C0448,P017,2023-01-18,2,0,0,551,CAMP_005,0
E00394,C1519,P018,2023-01-18,3,1,1,17,CAMP_017,1
E00395,C0684,P013,2023-01-18,1,1,1,423,CAMP_007,0
E00396,C0125,P017,2023-01-19,3,0,0,141,CAMP_011,0
E00397,C1862,P028,2023-01-19,7,5,0,365,CAMP_014,0
